date,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2025-11-09,Athletic Bilbao,Real Oviedo,1,0,21,5,7,2,7,4,1,1,0,0
2025-11-09,Rayo Vallecano,Real Madrid,0,0,13,21,2,5,5,8,3,2,0,0
2025-11-09,Valencia,Real Betis,1,1,17,9,4,2,7,2,3,3,0,0
2025-11-09,Mallorca,Getafe,1,0,6,14,4,3,1,14,0,2,0,0
2025-11-09,Celta de Vigo,Barcelona,2,4,5,21,3,9,2,5,1,5,0,1
2025-11-21,Valencia,Levante,1,0,14,8,3,1,7,0,4,3,0,0
2025-11-22,Alaves,Celta de Vigo,0,1,5,7,2,4,4,2,2,2,0,0
2025-11-22,Barcelona,Athletic Bilbao,4,0,19,13,7,2,5,7,0,2,0,1
2025-11-22,Osasuna,Real Sociedad,1,3,14,19,4,9,3,3,3,2,1,0
2025-11-22,Villarreal,Mallorca,2,1,14,9,7,3,3,1,2,2,0,0
2025-11-23,Getafe,Atletico Madrid,0,1,9,13,1,6,6,7,2,3,0,0
2025-11-23,Elche,Real Madrid,2,2,15,20,6,7,2,8,4,0,1,0
2025-11-23,Real Oviedo,Rayo Vallecano,0,0,8,11,3,3,5,6,1,2,1,1
2025-11-23,Real Betis,Girona,1,1,23,11,7,4,8,0,3,4,1,0
2025-11-24,Espanyol,Sevilla,2,1,8,22,5,6,4,13,4,1,0,0
2025-11-28,Getafe,Elche,1,0,15,9,6,4,3,5,2,2,0,0
2025-11-29,Mallorca,Osasuna,2,2,7,14,4,2,2,8,3,4,0,0
2025-11-29,Barcelona,Alaves,3,1,18,9,6,2,5,4,2,3,0,0
2025-11-29,Levante,Athletic Bilbao,0,2,11,14,4,4,4,2,3,2,0,0
2025-11-29,Atletico Madrid,Real Oviedo,2,0,14,12,8,1,7,2,0,1,0,0
2025-11-30,Girona,Real Madrid,1,1,10,25,4,4,2,5,3,0,0,0
2025-11-30,Sevilla,Real Betis,0,2,9,9,3,4,6,4,2,3,1,0
2025-11-30,Celta de Vigo,Espanyol,0,1,11,9,4,2,4,3,1,2,0,0
2025-11-30,Real Sociedad,Villarreal,2,3,18,10,7,5,8,2,3,7,0,0
2025-12-01,Rayo Vallecano,Valencia,1,1,19,10,7,2,10,5,1,1,0,0
2025-12-02,Barcelona,Atletico Madrid,3,1,19,7,6,2,5,4,1,1,0,0
2025-12-03,Athletic Bilbao,Real Madrid,0,3,9,13,4,8,5,7,2,0,0,0
2025-12-05,Real Oviedo,Mallorca,0,0,15,13,3,6,8,5,2,1,2,0
2025-12-06,Villarreal,Getafe,2,0,10,6,5,0,5,3,2,4,0,1
2025-12-06,Alaves,Real Sociedad,1,0,14,10,3,1,5,8,2,2,0,0
2025-12-06,Real Betis,Barcelona,3,5,17,16,5,8,7,7,5,2,0,0
2025-12-06,Athletic Bilbao,Atletico Madrid,1,0,14,7,3,3,5,6,3,2,0,0
2025-12-07,Real Madrid,Celta de Vigo,0,2,23,7,7,5,8,1,6,1,3,0
2025-12-07,Valencia,Sevilla,1,1,11,4,3,1,2,2,3,6,0,0
2025-12-07,Elche,Girona,3,0,11,8,6,4,2,2,0,3,0,0
2025-12-07,Espanyol,Rayo Vallecano,1,0,9,6,2,2,6,2,4,8,1,1
2025-12-08,Osasuna,Levante,2,0,14,11,6,5,3,3,2,2,0,0
2025-12-12,Real Sociedad,Girona,1,2,9,14,4,3,4,3,1,2,0,0
2025-12-13,Atletico Madrid,Valencia,2,1,10,13,6,2,5,7,3,1,0,0
2025-12-13,Mallorca,Elche,3,1,15,9,8,0,1,1,3,0,0,0
2025-12-13,Barcelona,Osasuna,2,0,24,3,7,2,14,1,0,3,0,0
2025-12-13,Getafe,Espanyol,0,1,11,6,1,4,6,4,5,1,0,0
2025-12-14,Sevilla,Real Oviedo,4,0,13,5,7,1,5,3,1,2,0,1
2025-12-14,Celta de Vigo,Athletic Bilbao,2,0,5,14,2,2,1,4,3,2,0,0
2025-12-14,Alaves,Real Madrid,1,2,6,13,2,6,5,7,3,1,0,0
2025-12-15,Rayo Vallecano,Real Betis,0,0,23,13,7,6,8,3,4,1,0,0
2025-12-19,Valencia,Mallorca,1,1,17,4,2,2,12,3,2,3,0,0
2025-12-20,Osasuna,Alaves,3,0,16,7,7,3,9,0,2,2,0,0
2025-12-20,Real Madrid,Sevilla,2,0,18,14,8,5,6,5,2,5,0,1
2025-12-20,Real Oviedo,Celta de Vigo,0,0,10,6,3,2,4,3,2,1,0,0
2025-12-20,Levante,Real Sociedad,1,1,13,18,3,6,7,10,6,2,0,0
2025-12-21,Girona,Atletico Madrid,0,3,9,14,2,6,3,4,2,0,0,0
2025-12-21,Villarreal,Barcelona,0,2,14,19,5,5,5,10,1,1,1,0
2025-12-21,Elche,Rayo Vallecano,4,0,18,18,6,8,4,5,2,3,0,0
2025-12-21,Real Betis,Getafe,4,0,19,15,8,3,7,5,0,1,0,0
2025-12-22,Athletic Bilbao,Espanyol,1,2,17,10,7,5,8,4,5,2,0,0
2026-01-02,Rayo Vallecano,Getafe,1,1,13,12,4,4,3,2,3,4,0,0
2026-01-03,Osasuna,Athletic Bilbao,1,1,11,16,4,6,1,9,3,3,0,0
2026-01-03,Elche,Villarreal,1,3,15,12,2,4,6,2,3,3,0,0
2026-01-03,Espanyol,Barcelona,0,2,14,15,7,6,5,7,1,0,0,0
2026-01-03,Celta de Vigo,Valencia,4,1,12,16,6,5,2,4,1,3,0,0
2026-01-04,Sevilla,Levante,0,3,15,6,7,4,5,1,3,4,0,0
2026-01-04,Real Madrid,Real Betis,5,1,19,13,9,5,5,8,1,1,0,0
2026-01-04,Alaves,Real Oviedo,1,1,18,18,7,6,6,7,3,3,1,1
2026-01-04,Mallorca,Girona,1,2,9,9,2,4,3,6,2,1,0,0
2026-01-04,Real Sociedad,Atletico Madrid,1,1,18,10,8,2,6,6,3,2,0,0
2026-01-09,Getafe,Real Sociedad,1,2,6,12,3,5,2,4,2,1,0,0
2026-01-10,Valencia,Elche,1,1,16,5,4,1,8,6,2,3,0,0
2026-01-10,Real Oviedo,Real Betis,1,1,13,15,3,6,5,2,3,1,0,0
2026-01-10,Villarreal,Alaves,3,1,11,16,4,5,1,6,0,2,0,0
2026-01-10,Girona,Osasuna,1,0,8,13,4,1,2,1,2,6,1,0
2026-01-11,Rayo Vallecano,Mallorca,2,1,14,9,5,2,6,5,1,5,1,0
2026-01-11,Levante,Espanyol,1,1,8,19,2,3,4,3,0,1,0,0
2026-01-12,Sevilla,Celta de Vigo,0,1,7,9,2,7,6,1,3,3,0,0
2026-01-16,Espanyol,Girona,0,2,14,7,2,4,5,4,5,5,0,0
2026-01-17,Real Madrid,Levante,2,0,26,10,11,0,8,0,2,1,0,0
2026-01-17,Mallorca,Athletic Bilbao,3,2,18,21,9,11,3,7,1,5,0,2
2026-01-17,Osasuna,Real Oviedo,3,2,16,13,5,5,3,6,1,4,1,0
2026-01-17,Real Betis,Villarreal,2,0,15,9,6,3,2,3,3,2,0,1
2026-01-18,Getafe,Valencia,0,1,14,7,3,1,9,3,2,3,0,1
2026-01-18,Atletico Madrid,Alaves,1,0,23,8,6,0,6,6,1,1,0,0
2026-01-18,Celta de Vigo,Rayo Vallecano,3,0,11,14,7,3,5,7,4,3,0,1
2026-01-18,Real Sociedad,Barcelona,2,1,8,25,6,9,6,8,3,3,1,0
2026-01-19,Elche,Sevilla,2,2,10,25,5,8,9,7,3,1,0,0
2026-01-23,Levante,Elche,3,2,26,6,6,3,9,1,2,3,0,0
2026-01-24,Rayo Vallecano,Osasuna,1,3,11,14,4,5,4,3,2,2,0,0
2026-01-24,Valencia,Espanyol,3,2,10,16,5,6,2,7,1,5,0,0
2026-01-24,Sevilla,Athletic Bilbao,2,1,10,15,7,3,5,5,2,1,0,0
2026-01-24,Villarreal,Real Madrid,0,2,8,14,1,4,6,6,3,1,0,0
2026-01-25,Atletico Madrid,Mallorca,3,0,17,6,8,1,10,3,2,1,0,0
2026-01-25,Barcelona,Real Oviedo,3,0,15,12,7,3,10,1,1,2,0,0
2026-01-25,Real Sociedad,Celta de Vigo,3,1,10,17,4,4,2,9,1,1,1,0
2026-01-25,Alaves,Real Betis,2,1,17,18,9,4,6,4,1,1,0,0
2026-01-26,Girona,Getafe,1,1,12,8,4,2,3,4,5,3,0,0
2026-01-30,Espanyol,Alaves,1,2,10,11,3,7,4,2,0,1,0,0
2026-01-31,Real Oviedo,Girona,1,0,8,9,4,1,4,4,1,1,0,0
2026-01-31,Osasuna,Villarreal,2,2,15,5,5,4,6,2,2,2,0,0
2026-01-31,Levante,Atletico Madrid,0,0,10,10,2,4,4,7,2,1,0,0
2026-01-31,Elche,Barcelona,1,3,9,30,3,8,2,8,2,1,0,0
2026-02-01,Real Madrid,Rayo Vallecano,2,1,16,11,6,4,9,4,2,8,0,2
2026-02-01,Getafe,Celta de Vigo,0,0,9,5,2,1,5,3,1,2,0,0
2026-02-01,Real Betis,Valencia,2,1,14,15,2,4,3,5,0,4,0,0
2026-02-01,Athletic Bilbao,Real Sociedad,1,1,19,9,4,6,6,3,4,2,0,1
2026-02-02,Mallorca,Sevilla,4,1,11,15,7,5,4,8,1,1,0,0
2026-02-06,Celta de Vigo,Osasuna,1,2,18,8,4,2,7,3,2,2,0,0
2026-02-07,Barcelona,Mallorca,3,0,24,9,7,4,12,3,0,0,0,0
2026-02-07,Real Sociedad,Elche,3,1,11,11,3,5,2,4,0,4,0,0
2026-02-08,Alaves,Getafe,0,2,13,17,5,5,6,3,2,5,0,0
2026-02-08,Athletic Bilbao,Levante,4,2,22,6,7,3,4,3,2,1,0,1
2026-02-08,Sevilla,Girona,1,1,11,15,3,6,5,7,3,3,0,0
2026-02-08,Atletico Madrid,Real Betis,0,1,10,8,5,4,7,3,3,1,0,0
2026-02-08,Valencia,Real Madrid,0,2,7,11,0,6,5,8,1,1,0,0
2026-02-09,Villarreal,Espanyol,4,1,10,9,3,2,5,8,3,3,0,0
2026-02-13,Elche,Osasuna,0,0,17,6,5,2,10,3,2,4,0,0
2026-02-14,Espanyol,Celta de Vigo,2,2,9,14,3,5,2,2,1,0,0,0
2026-02-14,Getafe,Villarreal,2,1,5,8,2,2,3,4,2,3,0,0
2026-02-14,Sevilla,Alaves,1,1,4,12,2,1,0,3,5,0,2,0
2026-02-14,Real Madrid,Real Sociedad,4,1,11,13,5,3,4,6,1,1,0,0
2026-02-15,Real Oviedo,Athletic Bilbao,1,2,7,13,1,4,2,3,2,3,0,0
2026-02-15,Mallorca,Real Betis,1,2,14,17,3,8,7,3,4,3,0,0
2026-02-15,Levante,Valencia,0,2,9,5,1,2,3,2,3,2,1,0
2026-02-15,Rayo Vallecano,Atletico Madrid,3,0,13,9,9,3,4,8,1,3,0,0
2026-02-16,Girona,Barcelona,2,1,13,27,9,4,3,7,1,2,1,0
